year,province_name_en,sex,age_group,population
1997,Nakhon Ratchasima,male,25-29,128468
1997,Nakhon Ratchasima,male,30-34,116193
1997,Nakhon Ratchasima,male,35-39,96240
1997,Nakhon Ratchasima,male,40-44,75934
1997,Nakhon Ratchasima,male,45-49,59364
1997,Nakhon Ratchasima,male,50-54,44604
1997,Nakhon Ratchasima,male,55-59,38805
1997,Nakhon Ratchasima,male,60-64,31705
1997,Nakhon Ratchasima,male,65-69,22131
1997,Nakhon Ratchasima,male,70-74,14037
1997,Nakhon Ratchasima,male,75-79,7976
1997,Nakhon Ratchasima,male,80-84,4589
1997,Nakhon Ratchasima,male,85+,3444
1997,Nakhon Ratchasima,female,0-4,93772
1997,Nakhon Ratchasima,female,5-9,92238
1997,Nakhon Ratchasima,female,10-14,96945
1997,Nakhon Ratchasima,female,15-19,113896
1997,Nakhon Ratchasima,female,20-24,122126
1997,Nakhon Ratchasima,female,25-29,125917
1997,Nakhon Ratchasima,female,30-34,117468
1997,Nakhon Ratchasima,female,35-39,97714
1997,Nakhon Ratchasima,female,40-44,79040
1997,Nakhon Ratchasima,female,45-49,61632
1997,Nakhon Ratchasima,female,50-54,46234
1997,Nakhon Ratchasima,female,55-59,40573
1997,Nakhon Ratchasima,female,60-64,34579
1997,Nakhon Ratchasima,female,65-69,25360
1997,Nakhon Ratchasima,female,70-74,17462
1997,Nakhon Ratchasima,female,75-79,10952
1997,Nakhon Ratchasima,female,80-84,6902
1997,Nakhon Ratchasima,female,85+,5536
1997,Buri Ram,male,0-4,63720
1997,Buri Ram,male,5-9,61894
1997,Buri Ram,male,10-14,62778
1997,Buri Ram,male,15-19,75896
1997,Buri Ram,male,20-24,80232
1997,Buri Ram,male,25-29,79443
1997,Buri Ram,male,30-34,67111
1997,Buri Ram,male,35-39,53082
1997,Buri Ram,male,40-44,42452
1997,Buri Ram,male,45-49,33975
1997,Buri Ram,male,50-54,25927
1997,Buri Ram,male,55-59,21735
